0,“吃吃”的爱,1357759,1
0,“吃吃”的爱,1493686,3
0,“吃吃”的爱,2123968,5
0,“吃吃”的爱,2265138,2
0,“吃吃”的爱,2418795,2
0,“吃吃”的爱,2471325,3
0,“吃吃”的爱,2476748,2
0,“吃吃”的爱,2574034,3
0,“吃吃”的爱,2849243,2
0,“吃吃”的爱,3113509,3
0,“吃吃”的爱,3497932,2
0,“吃吃”的爱,3540441,2
0,“吃吃”的爱,4370686,2
0,“吃吃”的爱,4441502,1
0,“吃吃”的爱,4610443,4
0,“吃吃”的爱,7542909,2
0,“吃吃”的爱,14093841,1
0,“吃吃”的爱,34005046,5
0,“吃吃”的爱,34806641,5
0,“吃吃”的爱,35224934,4
0,“吃吃”的爱,35790692,3
0,“吃吃”的爱,44913550,4
0,“吃吃”的爱,47980358,1
0,“吃吃”的爱,49213881,2
0,“吃吃”的爱,49327344,4
0,“吃吃”的爱,49983396,3
0,“吃吃”的爱,50060410,2
0,“吃吃”的爱,51911319,1
0,“吃吃”的爱,52286623,4
0,“吃吃”的爱,53227132,1
0,“吃吃”的爱,54454841,2
0,“吃吃”的爱,54907599,1
0,“吃吃”的爱,55617091,1
0,“吃吃”的爱,56493073,2
0,“吃吃”的爱,57107264,4
0,“吃吃”的爱,60599665,3
0,“吃吃”的爱,62482710,3
0,“吃吃”的爱,63946270,1
0,“吃吃”的爱,75215757,4
0,“吃吃”的爱,78426497,1
0,“吃吃”的爱,79695986,2
0,“吃吃”的爱,80002537,2
0,“吃吃”的爱,81597698,1
0,“吃吃”的爱,83358709,1
0,“吃吃”的爱,92775477,1
0,“吃吃”的爱,99550697,1
0,“吃吃”的爱,109837470,4
0,“吃吃”的爱,115722304,1
0,“吃吃”的爱,123838490,1
0,“吃吃”的爱,127908787,5
0,“吃吃”的爱,129783136,1
0,“吃吃”的爱,131023951,5
0,“吃吃”的爱,134002125,3
0,“吃吃”的爱,136842548,5
0,“吃吃”的爱,137062152,5
0,“吃吃”的爱,138885670,1
0,“吃吃”的爱,139587725,2
0,“吃吃”的爱,140457119,4
0,“吃吃”的爱,141794100,4
0,“吃吃”的爱,148933548,3
0,“吃吃”的爱,149769392,2
0,“吃吃”的爱,153408545,5
