ID,movie name,user name,comment
401,星球大战8：最后的绝地武士,1237270,4
401,星球大战8：最后的绝地武士,2265138,4
401,星球大战8：最后的绝地武士,2350371,3
401,星球大战8：最后的绝地武士,2569676,5
401,星球大战8：最后的绝地武士,2574034,3
401,星球大战8：最后的绝地武士,2784323,4
401,星球大战8：最后的绝地武士,3446950,4
401,星球大战8：最后的绝地武士,3540441,4
401,星球大战8：最后的绝地武士,4663105,2
401,星球大战8：最后的绝地武士,34347136,5
401,星球大战8：最后的绝地武士,38012408,2
401,星球大战8：最后的绝地武士,41036146,2
401,星球大战8：最后的绝地武士,41378347,3
401,星球大战8：最后的绝地武士,43116330,2
401,星球大战8：最后的绝地武士,43781354,4
401,星球大战8：最后的绝地武士,48027905,1
401,星球大战8：最后的绝地武士,49186147,3
401,星球大战8：最后的绝地武士,49397696,3
401,星球大战8：最后的绝地武士,49949655,5
401,星球大战8：最后的绝地武士,50060410,2
401,星球大战8：最后的绝地武士,50210563,5
401,星球大战8：最后的绝地武士,50386003,2
401,星球大战8：最后的绝地武士,51009990,2
401,星球大战8：最后的绝地武士,51061132,5
401,星球大战8：最后的绝地武士,52286623,4
401,星球大战8：最后的绝地武士,53595967,5
401,星球大战8：最后的绝地武士,54998502,4
401,星球大战8：最后的绝地武士,56008028,3
401,星球大战8：最后的绝地武士,56523090,4
401,星球大战8：最后的绝地武士,57451687,1
401,星球大战8：最后的绝地武士,57542378,2
401,星球大战8：最后的绝地武士,60023814,1
401,星球大战8：最后的绝地武士,61131446,3
401,星球大战8：最后的绝地武士,61212508,4
401,星球大战8：最后的绝地武士,62742561,2
401,星球大战8：最后的绝地武士,62917415,5
401,星球大战8：最后的绝地武士,63140830,5
401,星球大战8：最后的绝地武士,65569388,4
401,星球大战8：最后的绝地武士,66835973,1
401,星球大战8：最后的绝地武士,69290051,4
401,星球大战8：最后的绝地武士,78164697,4
401,星球大战8：最后的绝地武士,80722428,2
401,星球大战8：最后的绝地武士,84781945,2
401,星球大战8：最后的绝地武士,90452764,1
401,星球大战8：最后的绝地武士,90525586,5
401,星球大战8：最后的绝地武士,92775477,5
401,星球大战8：最后的绝地武士,106347535,4
401,星球大战8：最后的绝地武士,108605652,5
401,星球大战8：最后的绝地武士,124006390,4
401,星球大战8：最后的绝地武士,129911592,4
401,星球大战8：最后的绝地武士,131929722,3
401,星球大战8：最后的绝地武士,135462507,3
401,星球大战8：最后的绝地武士,136505664,4
401,星球大战8：最后的绝地武士,139788361,2
401,星球大战8：最后的绝地武士,139916807,3
401,星球大战8：最后的绝地武士,142326454,5
401,星球大战8：最后的绝地武士,143422153,3
401,星球大战8：最后的绝地武士,143963400,5
401,星球大战8：最后的绝地武士,153548588,5
401,星球大战8：最后的绝地武士,154431244,4
401,星球大战8：最后的绝地武士,157261797,5
401,星球大战8：最后的绝地武士,162304819,4
401,星球大战8：最后的绝地武士,162370453,4
401,星球大战8：最后的绝地武士,169721244,4
401,星球大战8：最后的绝地武士,170645350,3
401,星球大战8：最后的绝地武士,aa121212,3
401,星球大战8：最后的绝地武士,adakenndy,3
401,星球大战8：最后的绝地武士,ajchen,4
401,星球大战8：最后的绝地武士,alled,3
401,星球大战8：最后的绝地武士,A-Marvin-T,4
401,星球大战8：最后的绝地武士,amberose,4
401,星球大战8：最后的绝地武士,andersoneo,3
401,星球大战8：最后的绝地武士,ashli,2
401,星球大战8：最后的绝地武士,Athenalotr,3
401,星球大战8：最后的绝地武士,ballteda,5
401,星球大战8：最后的绝地武士,beat-rice,4
401,星球大战8：最后的绝地武士,billbzzhang,4
401,星球大战8：最后的绝地武士,Black2018,1
401,星球大战8：最后的绝地武士,bluelsd,2
401,星球大战8：最后的绝地武士,brainlesscong,3
401,星球大战8：最后的绝地武士,Brettish,3
401,星球大战8：最后的绝地武士,cabaret,4
401,星球大战8：最后的绝地武士,cantona_x,5
401,星球大战8：最后的绝地武士,catfoodcan,4
401,星球大战8：最后的绝地武士,catvoldemort,5
401,星球大战8：最后的绝地武士,CharlesChou,4
401,星球大战8：最后的绝地武士,chongyin,5
401,星球大战8：最后的绝地武士,cliffx,5
401,星球大战8：最后的绝地武士,cloudys,4
401,星球大战8：最后的绝地武士,clovernrose,5
401,星球大战8：最后的绝地武士,clzleo,4
401,星球大战8：最后的绝地武士,Colin_Wang,5
401,星球大战8：最后的绝地武士,colinpark,5
401,星球大战8：最后的绝地武士,crankysophia,2
401,星球大战8：最后的绝地武士,CyberKnight,5
401,星球大战8：最后的绝地武士,cyrus_wong,3
401,星球大战8：最后的绝地武士,dick8045,4
401,星球大战8：最后的绝地武士,diewithme,4
401,星球大战8：最后的绝地武士,dkjune,1
401,星球大战8：最后的绝地武士,doradora,4
401,星球大战8：最后的绝地武士,dreamending,2
401,星球大战8：最后的绝地武士,dreamfox,3
401,星球大战8：最后的绝地武士,dusk.xiyang,3
401,星球大战8：最后的绝地武士,duzhouchi,3
401,星球大战8：最后的绝地武士,eason0210,5
401,星球大战8：最后的绝地武士,erickyee,2
401,星球大战8：最后的绝地武士,esunchien,4
401,星球大战8：最后的绝地武士,fengjiansun,4
401,星球大战8：最后的绝地武士,fenxinyu,3
401,星球大战8：最后的绝地武士,FFLonestar,2
401,星球大战8：最后的绝地武士,finale,5
401,星球大战8：最后的绝地武士,flowermumu,4
401,星球大战8：最后的绝地武士,flxjp,3
401,星球大战8：最后的绝地武士,FrankWasabi,3
401,星球大战8：最后的绝地武士,freddy_xu,2
401,星球大战8：最后的绝地武士,gailsylee,5
401,星球大战8：最后的绝地武士,gegemoon,4
401,星球大战8：最后的绝地武士,hanxiao2060,3
401,星球大战8：最后的绝地武士,huaxiren,1
401,星球大战8：最后的绝地武士,ILWTFT,3
401,星球大战8：最后的绝地武士,inameless,5
401,星球大战8：最后的绝地武士,ingwerstein,2
401,星球大战8：最后的绝地武士,iserlohnwind,3
401,星球大战8：最后的绝地武士,jasontodd,1
401,星球大战8：最后的绝地武士,Jerry-feng,3
401,星球大战8：最后的绝地武士,judy0420,4
401,星球大战8：最后的绝地武士,kalasnikf,3
401,星球大战8：最后的绝地武士,kame-sho,1
401,星球大战8：最后的绝地武士,kate1138,2
401,星球大战8：最后的绝地武士,kejinlong,3
401,星球大战8：最后的绝地武士,LadyInSatin,4
401,星球大战8：最后的绝地武士,lea_x,4
401,星球大战8：最后的绝地武士,Len.,5
401,星球大战8：最后的绝地武士,lingrui1995,2
401,星球大战8：最后的绝地武士,liuanan0606,4
401,星球大战8：最后的绝地武士,lostinfire,5
401,星球大战8：最后的绝地武士,lotusfire666,4
401,星球大战8：最后的绝地武士,louis15yao,2
401,星球大战8：最后的绝地武士,loyoyo_O,4
401,星球大战8：最后的绝地武士,luxifaer,2
401,星球大战8：最后的绝地武士,luzhiyu,3
401,星球大战8：最后的绝地武士,lyraann,3
401,星球大战8：最后的绝地武士,marco_0708,1
401,星球大战8：最后的绝地武士,marcoromero,2
401,星球大战8：最后的绝地武士,mbbbbbbbcker,4
401,星球大战8：最后的绝地武士,missixyujun,3
401,星球大战8：最后的绝地武士,misterinfamous,4
401,星球大战8：最后的绝地武士,movieater,3
401,星球大战8：最后的绝地武士,mtcook,1
401,星球大战8：最后的绝地武士,mufanxuanji,4
401,星球大战8：最后的绝地武士,nadesico,5
401,星球大战8：最后的绝地武士,Narindo,1
401,星球大战8：最后的绝地武士,nidaye2,3
401,星球大战8：最后的绝地武士,niguize,1
401,星球大战8：最后的绝地武士,NullPointer,3
401,星球大战8：最后的绝地武士,PandaMovieMusic,4
401,星球大战8：最后的绝地武士,PatrickMYK,3
401,星球大战8：最后的绝地武士,pengyuan,4
401,星球大战8：最后的绝地武士,petitespot,4
401,星球大战8：最后的绝地武士,pigeye,4
401,星球大战8：最后的绝地武士,piggy_sunrise,2
401,星球大战8：最后的绝地武士,pirealwei,2
401,星球大战8：最后的绝地武士,pkbraveheart,5
401,星球大战8：最后的绝地武士,qijiuzhiyue,3
401,星球大战8：最后的绝地武士,Rainbowrunner,3
401,星球大战8：最后的绝地武士,rainleo410818,4
401,星球大战8：最后的绝地武士,raquelycidas,4
401,星球大战8：最后的绝地武士,reave,5
401,星球大战8：最后的绝地武士,RockerHo,5
401,星球大战8：最后的绝地武士,ruo1996,5
401,星球大战8：最后的绝地武士,ryusakilight,4
401,星球大战8：最后的绝地武士,Schein-Sein,1
401,星球大战8：最后的绝地武士,seafans,2
401,星球大战8：最后的绝地武士,seancheung,4
